,imagepath,xmlpath,xmin,xmax,ymin,ymax,width,height,center_x,center_y,bb_width,bb_height
10,/content/drive/MyDrive/dataset/07f6d77a-652e-4885-8520-6d405d2f712f___3e7fd381-0ae5-4421-8a70-279ee0ec1c61_840539077_1_1080x720_nissan-terrano-xl-d-thp-110-ps-2016-diesel-.jpg,/content/drive/MyDrive/dataset/07f6d77a-652e-4885-8520-6d405d2f712f___3e7fd381-0ae5-4421-8a70-279ee0ec1c61_840539077_1_1080x720_nissan-terrano-xl-d-thp-110-ps-2016-diesel-.xml,398,617,427,487,960,720,0.5286458333333334,0.6347222222222222,0.228125,0.08333333333333333
11,/content/drive/MyDrive/dataset/0850c175-0b8d-47f2-801c-e29f1dbdb367___3e7fd381-0ae5-4421-8a70-279ee0ec1c61_571.jpg,/content/drive/MyDrive/dataset/0850c175-0b8d-47f2-801c-e29f1dbdb367___3e7fd381-0ae5-4421-8a70-279ee0ec1c61_571.xml,374,596,275,382,802,602,0.6047381546134664,0.5456810631229236,0.27680798004987534,0.1777408637873754
12,/content/drive/MyDrive/dataset/092c497e-623d-499d-822a-4b01c657389b___3e7fd381-0ae5-4421-8a70-279ee0ec1c61_nissan-terrano-rear-left-rim.jpg,/content/drive/MyDrive/dataset/092c497e-623d-499d-822a-4b01c657389b___3e7fd381-0ae5-4421-8a70-279ee0ec1c61_nissan-terrano-rear-left-rim.xml,111,172,164,183,350,260,0.4042857142857143,0.6673076923076923,0.1742857142857143,0.07307692307692308
13,/content/drive/MyDrive/dataset/0a0d1748-48cd-4114-90cb-b5baf0b3cbe4___3e7fd381-0ae5-4421-8a70-279ee0ec1c61_147274518_15141875973_large.jpg,/content/drive/MyDrive/dataset/0a0d1748-48cd-4114-90cb-b5baf0b3cbe4___3e7fd381-0ae5-4421-8a70-279ee0ec1c61_147274518_15141875973_large.xml,189,329,321,353,600,480,0.43166666666666664,0.7020833333333333,0.23333333333333334,0.06666666666666667
14,/content/drive/MyDrive/dataset/0a720df9-e4ef-4e44-8c13-b39b9be8444d___3e7fd381-0ae5-4421-8a70-279ee0ec1c61_Nissan-Terrano-6.jpg,/content/drive/MyDrive/dataset/0a720df9-e4ef-4e44-8c13-b39b9be8444d___3e7fd381-0ae5-4421-8a70-279ee0ec1c61_Nissan-Terrano-6.xml,101,242,323,374,800,600,0.214375,0.5808333333333333,0.17625,0.085
15,/content/drive/MyDrive/dataset/0b24d6ed-d32f-420d-bc18-03deece29073___2015-Maruti-Ciaz-Test-Drive-Review.jpg.jpeg,/content/drive/MyDrive/dataset/0b24d6ed-d32f-420d-bc18-03deece29073___2015-Maruti-Ciaz-Test-Drive-Review.jpg.xml,384,489,213,247,608,302,0.7179276315789473,0.7615894039735099,0.17269736842105263,0.11258278145695365
16,/content/drive/MyDrive/dataset/0b77e2a4-34db-486c-8d87-46186f5b7b88___3e7fd381-0ae5-4421-8a70-279ee0ec1c61_nissan-terrano-diesel-review-motorzest-04.jpg,/content/drive/MyDrive/dataset/0b77e2a4-34db-486c-8d87-46186f5b7b88___3e7fd381-0ae5-4421-8a70-279ee0ec1c61_nissan-terrano-diesel-review-motorzest-04.xml,421,500,308,338,800,532,0.575625,0.6071428571428571,0.09875,0.05639097744360902
17,/content/drive/MyDrive/dataset/0c9ebe94-827d-4c74-9950-6816e70d1bab___IMG_8883.jpg.jpeg,/content/drive/MyDrive/dataset/0c9ebe94-827d-4c74-9950-6816e70d1bab___IMG_8883.jpg.xml,185,324,114,148,500,333,0.509,0.3933933933933934,0.278,0.1021021021021021
18,/content/drive/MyDrive/dataset/10c96324-3452-43e2-aa68-c8ae7d3c1b6e___844874771_1_1080x720_maruti-suzuki-wagon-r-vxi-bs-iii-2014-petrol-.jpg.jpeg,/content/drive/MyDrive/dataset/10c96324-3452-43e2-aa68-c8ae7d3c1b6e___844874771_1_1080x720_maruti-suzuki-wagon-r-vxi-bs-iii-2014-petrol-.jpg.xml,138,348,249,301,500,457,0.486,0.6017505470459519,0.42,0.1137855579868709
19,/content/drive/MyDrive/dataset/11186c4c-5f17-49b1-af37-a138a1e53794___12837944763_e7c6c6381a_z.jpg.jpeg,/content/drive/MyDrive/dataset/11186c4c-5f17-49b1-af37-a138a1e53794___12837944763_e7c6c6381a_z.jpg.xml,221,432,190,233,640,435,0.51015625,0.4862068965517241,0.3296875,0.09885057471264368
20,/content/drive/MyDrive/dataset/11832b13-d514-4f1d-967c-d00e76d21e9b___Yellow-Number-Plate-With-Black-Lettering.jpg.jpeg,/content/drive/MyDrive/dataset/11832b13-d514-4f1d-967c-d00e76d21e9b___Yellow-Number-Plate-With-Black-Lettering.jpg.xml,121,244,163,202,602,339,0.303156146179402,0.5383480825958702,0.20431893687707642,0.11504424778761062
21,/content/drive/MyDrive/dataset/125b5cda-9691-47aa-8e57-f6d8a8537d83___fancy_number_plates_in_india.jpg.jpeg,/content/drive/MyDrive/dataset/125b5cda-9691-47aa-8e57-f6d8a8537d83___fancy_number_plates_in_india.jpg.xml,52,401,87,175,498,313,0.45481927710843373,0.4185303514376997,0.7008032128514057,0.28115015974440893
22,/content/drive/MyDrive/dataset/12e26859-89e0-4c9b-9c59-ee793337464f___20.jpg.jpeg,/content/drive/MyDrive/dataset/12e26859-89e0-4c9b-9c59-ee793337464f___20.jpg.xml,155,286,194,232,700,466,0.315,0.4570815450643777,0.18714285714285714,0.0815450643776824
23,/content/drive/MyDrive/dataset/13ffaad4-a186-46bd-ae5d-924d1c8d7c50___maruti-suzuki-Baleno-RS-pics-48.jpg.jpeg,/content/drive/MyDrive/dataset/13ffaad4-a186-46bd-ae5d-924d1c8d7c50___maruti-suzuki-Baleno-RS-pics-48.jpg.xml,646,734,329,389,800,485,0.8625,0.7402061855670103,0.11,0.12371134020618557
24,/content/drive/MyDrive/dataset/1438b735-2d21-4879-8ed4-e5fa086e70c8___Maruti-Suzuki-Swift-Dzire-1.jpg.jpeg,/content/drive/MyDrive/dataset/1438b735-2d21-4879-8ed4-e5fa086e70c8___Maruti-Suzuki-Swift-Dzire-1.jpg.xml,189,333,266,303,506,407,0.5158102766798419,0.699017199017199,0.2845849802371542,0.09090909090909091
25,/content/drive/MyDrive/dataset/15e7c19f-da3c-4f0d-91f3-552afabc8961___41FxrEl7jHL.jpg.jpeg,/content/drive/MyDrive/dataset/15e7c19f-da3c-4f0d-91f3-552afabc8961___41FxrEl7jHL.jpg.xml,145,368,99,154,500,252,0.513,0.501984126984127,0.446,0.21825396825396826
26,/content/drive/MyDrive/dataset/165eaa92-8e90-44e6-b132-8af462bae0c9___scorpio-rear.JPG.jpeg,/content/drive/MyDrive/dataset/165eaa92-8e90-44e6-b132-8af462bae0c9___scorpio-rear.JPG.xml,42,106,129,158,400,300,0.185,0.47833333333333333,0.16,0.09666666666666666
27,/content/drive/MyDrive/dataset/175ff546-0679-4cbb-ab03-acfcd96877b7___Maruti_Wagon_R_Rear.jpg.jpeg,/content/drive/MyDrive/dataset/175ff546-0679-4cbb-ab03-acfcd96877b7___Maruti_Wagon_R_Rear.jpg.xml,192,362,278,325,583,450,0.4751286449399657,0.67,0.2915951972555746,0.10444444444444445
28,/content/drive/MyDrive/dataset/18d2b870-7817-46da-a59a-6406c1b472c9___1033.png,/content/drive/MyDrive/dataset/18d2b870-7817-46da-a59a-6406c1b472c9___1033.xml,113,255,283,323,416,431,0.4423076923076923,0.703016241299304,0.34134615384615385,0.09280742459396751
29,/content/drive/MyDrive/dataset/18f2e55e-0724-4eee-a28e-5d552a5aa045___20455d0e2dca458f13fbf4da5a2dc118.jpg - Copy.jpeg,/content/drive/MyDrive/dataset/18f2e55e-0724-4eee-a28e-5d552a5aa045___20455d0e2dca458f13fbf4da5a2dc118.jpg - Copy.xml,152,285,165,242,347,527,0.6296829971181557,0.38614800759013285,0.38328530259365995,0.1461100569259962
30,/content/drive/MyDrive/dataset/18f2e55e-0724-4eee-a28e-5d552a5aa045___20455d0e2dca458f13fbf4da5a2dc118.jpg.jpeg,/content/drive/MyDrive/dataset/18f2e55e-0724-4eee-a28e-5d552a5aa045___20455d0e2dca458f13fbf4da5a2dc118.jpg.xml,115,286,158,249,386,529,0.5194300518134715,0.3846880907372401,0.4430051813471503,0.1720226843100189
31,/content/drive/MyDrive/dataset/1a0da3dc-6667-4092-bc2a-a541a06f1e90___3e7fd381-0ae5-4421-8a70-279ee0ec1c61_Nissan-Terrano9.jpg,/content/drive/MyDrive/dataset/1a0da3dc-6667-4092-bc2a-a541a06f1e90___3e7fd381-0ae5-4421-8a70-279ee0ec1c61_Nissan-Terrano9.xml,198,369,373,416,552,552,0.5135869565217391,0.7146739130434783,0.30978260869565216,0.07789855072463768
32,/content/drive/MyDrive/dataset/1e7151e6-8626-4fb2-b7e8-0fb6a8fde713___3e7fd381-0ae5-4421-8a70-279ee0ec1c61_a19be5870f8f2593c994c465a691477e_555X416_1.jpg,/content/drive/MyDrive/dataset/1e7151e6-8626-4fb2-b7e8-0fb6a8fde713___3e7fd381-0ae5-4421-8a70-279ee0ec1c61_a19be5870f8f2593c994c465a691477e_555X416_1.xml,233,322,225,258,555,416,0.5,0.5805288461538461,0.16036036036036036,0.07932692307692307
33,/content/drive/MyDrive/dataset/1f0a7fe8-ac9b-4b54-9d55-e11f34f9f98b___9f6521b2ddb7b8e40ffd510966ffcca3.jpg.jpeg,/content/drive/MyDrive/dataset/1f0a7fe8-ac9b-4b54-9d55-e11f34f9f98b___9f6521b2ddb7b8e40ffd510966ffcca3.jpg.xml,314,377,108,144,462,290,0.7478354978354979,0.43448275862068964,0.13636363636363635,0.12413793103448276
34,/content/drive/MyDrive/dataset/206c95ff-83b8-4273-b105-6637bf9a3038___numerix-number-plates-thodupuzha-idukki-number-plate-dealers-1lhwiga.jpg.jpeg,/content/drive/MyDrive/dataset/206c95ff-83b8-4273-b105-6637bf9a3038___numerix-number-plates-thodupuzha-idukki-number-plate-dealers-1lhwiga.jpg.xml,624,1715,537,1008,2000,1500,0.58475,0.515,0.5455,0.314
35,/content/drive/MyDrive/dataset/20dd73fd-9e05-4bdc-b380-d8148b194ae7___Maruti-Swift-Number-Plates-Design.jpg.jpeg,/content/drive/MyDrive/dataset/20dd73fd-9e05-4bdc-b380-d8148b194ae7___Maruti-Swift-Number-Plates-Design.jpg.xml,333,856,215,411,960,720,0.6192708333333333,0.43472222222222223,0.5447916666666667,0.2722222222222222
36,/content/drive/MyDrive/dataset/2153dfcb-5968-4bfc-86ba-7ee8ec2d25b1___163231d1425035435-skoda-rapid-tdi-remapped-code-6-tuning-ind-front.jpg.jpeg,/content/drive/MyDrive/dataset/2153dfcb-5968-4bfc-86ba-7ee8ec2d25b1___163231d1425035435-skoda-rapid-tdi-remapped-code-6-tuning-ind-front.jpg.xml,61,238,360,408,730,563,0.2047945205479452,0.6820603907637656,0.24246575342465754,0.0852575488454707
37,/content/drive/MyDrive/dataset/21cc678a-b9c5-4bbb-ace0-9e096e799632___unnamed-300x225.jpg - Copy.jpeg,/content/drive/MyDrive/dataset/21cc678a-b9c5-4bbb-ace0-9e096e799632___unnamed-300x225.jpg - Copy.xml,24,58,97,120,78,223,0.5256410256410257,0.48654708520179374,0.4358974358974359,0.1031390134529148
38,/content/drive/MyDrive/dataset/21cc678a-b9c5-4bbb-ace0-9e096e799632___unnamed-300x225.jpg.jpeg,/content/drive/MyDrive/dataset/21cc678a-b9c5-4bbb-ace0-9e096e799632___unnamed-300x225.jpg.xml,82,146,181,224,160,224,0.7125,0.9040178571428571,0.4,0.19196428571428573
39,/content/drive/MyDrive/dataset/22dc6b5f-ff5d-4bb4-beb2-0f5fd9e75787___i10_Latest_Acrylic_Number_Plate.jpg.jpeg,/content/drive/MyDrive/dataset/22dc6b5f-ff5d-4bb4-beb2-0f5fd9e75787___i10_Latest_Acrylic_Number_Plate.jpg.xml,144,342,166,212,496,287,0.4899193548387097,0.6585365853658537,0.39919354838709675,0.1602787456445993
40,/content/drive/MyDrive/dataset/2302b12c-3d74-4d6c-b376-ba8ab308a8c3___big_215451_1320738450.jpg.jpeg,/content/drive/MyDrive/dataset/2302b12c-3d74-4d6c-b376-ba8ab308a8c3___big_215451_1320738450.jpg.xml,129,206,131,156,350,196,0.4785714285714286,0.7321428571428571,0.22,0.12755102040816327
41,/content/drive/MyDrive/dataset/23d775eb-842f-4f57-ad7a-affafa21660a___215453-new-2016-maruti-ertiga-granite-grey-zdi-shvs-highway-champion-img_8168.jpg.jpeg,/content/drive/MyDrive/dataset/23d775eb-842f-4f57-ad7a-affafa21660a___215453-new-2016-maruti-ertiga-granite-grey-zdi-shvs-highway-champion-img_8168.jpg.xml,98,297,267,365,547,546,0.3610603290676417,0.5787545787545788,0.36380255941499084,0.1794871794871795
42,/content/drive/MyDrive/dataset/2424211e-e6ba-4478-8ed1-6a04e25499c7___main-qimg-7673aeac86d0ef987deb837552c5dd4c-1.png,/content/drive/MyDrive/dataset/2424211e-e6ba-4478-8ed1-6a04e25499c7___main-qimg-7673aeac86d0ef987deb837552c5dd4c-1.xml,141,305,282,325,602,370,0.3704318936877076,0.8202702702702702,0.2724252491694352,0.11621621621621622
43,/content/drive/MyDrive/dataset/2430703d-0fb3-4eb2-9765-4f9301f232cd___3e7fd381-0ae5-4421-8a70-279ee0ec1c61_Terrano-Duster-Rear-Comparison - Copy.jpg,/content/drive/MyDrive/dataset/2430703d-0fb3-4eb2-9765-4f9301f232cd___3e7fd381-0ae5-4421-8a70-279ee0ec1c61_Terrano-Duster-Rear-Comparison - Copy.xml,450,692,272,327,1021,588,0.5592556317335945,0.5093537414965986,0.23702252693437806,0.0935374149659864
44,/content/drive/MyDrive/dataset/2430703d-0fb3-4eb2-9765-4f9301f232cd___3e7fd381-0ae5-4421-8a70-279ee0ec1c61_Terrano-Duster-Rear-Comparison.jpg,/content/drive/MyDrive/dataset/2430703d-0fb3-4eb2-9765-4f9301f232cd___3e7fd381-0ae5-4421-8a70-279ee0ec1c61_Terrano-Duster-Rear-Comparison.xml,595,808,264,317,1020,599,0.6877450980392157,0.48497495826377296,0.2088235294117647,0.08848080133555926
45,/content/drive/MyDrive/dataset/254b647f-4cb3-46c3-a206-4e70041f4c78___speedex-number-plates-nandanam-chennai-car-number-plate-dealers-33nu2i6.jpg.jpeg,/content/drive/MyDrive/dataset/254b647f-4cb3-46c3-a206-4e70041f4c78___speedex-number-plates-nandanam-chennai-car-number-plate-dealers-33nu2i6.jpg.xml,119,219,84,109,350,263,0.4828571428571429,0.3669201520912547,0.2857142857142857,0.09505703422053231
46,/content/drive/MyDrive/dataset/266d82c7-1b64-44cd-b77c-c08d98175390___3e7fd381-0ae5-4421-8a70-279ee0ec1c61_5c752daa8d168dec865fe0462bf2c0bb_large.jpg,/content/drive/MyDrive/dataset/266d82c7-1b64-44cd-b77c-c08d98175390___3e7fd381-0ae5-4421-8a70-279ee0ec1c61_5c752daa8d168dec865fe0462bf2c0bb_large.xml,165,287,360,387,476,470,0.47478991596638653,0.7946808510638298,0.25630252100840334,0.0574468085106383
47,/content/drive/MyDrive/dataset/26cfb3dd-3731-4fd0-a6c2-c44e3ce7498a___used_cars_in_keralaused_bikes_in_keralaautomotive_news7.jpg.jpeg,/content/drive/MyDrive/dataset/26cfb3dd-3731-4fd0-a6c2-c44e3ce7498a___used_cars_in_keralaused_bikes_in_keralaautomotive_news7.jpg.xml,166,325,277,328,531,512,0.4623352165725047,0.5908203125,0.2994350282485876,0.099609375
48,/content/drive/MyDrive/dataset/26d2b905-4055-41fe-a933-47db0e8a0a7f___37cba8c3f681f0cb5694f16a4c54aa7b.jpg.jpeg,/content/drive/MyDrive/dataset/26d2b905-4055-41fe-a933-47db0e8a0a7f___37cba8c3f681f0cb5694f16a4c54aa7b.jpg.xml,44,109,207,259,534,337,0.14325842696629212,0.6913946587537092,0.12172284644194757,0.1543026706231454
49,/content/drive/MyDrive/dataset/27a88c24-0bf2-48b0-98a8-fa396e951045___3e7fd381-0ae5-4421-8a70-279ee0ec1c61_7T4G0491-e1376988169395-1024x577.jpg,/content/drive/MyDrive/dataset/27a88c24-0bf2-48b0-98a8-fa396e951045___3e7fd381-0ae5-4421-8a70-279ee0ec1c61_7T4G0491-e1376988169395-1024x577.xml,591,695,292,340,1024,577,0.6279296875,0.5476603119584056,0.1015625,0.0831889081455806
50,/content/drive/MyDrive/dataset/27bfd7b7-6e0c-454c-b9f3-7a44d36edb9c___3e7fd381-0ae5-4421-8a70-279ee0ec1c61_nissan-terrano-rear-right-side-angle-view.jpg,/content/drive/MyDrive/dataset/27bfd7b7-6e0c-454c-b9f3-7a44d36edb9c___3e7fd381-0ae5-4421-8a70-279ee0ec1c61_nissan-terrano-rear-right-side-angle-view.xml,91,229,327,401,700,525,0.22857142857142856,0.6933333333333334,0.19714285714285715,0.14095238095238094
51,/content/drive/MyDrive/dataset/28574c06-ac11-422e-864f-a51b726bb9ba___3e7fd381-0ae5-4421-8a70-279ee0ec1c61_hqdefault0.jpg,/content/drive/MyDrive/dataset/28574c06-ac11-422e-864f-a51b726bb9ba___3e7fd381-0ae5-4421-8a70-279ee0ec1c61_hqdefault0.xml,122,210,205,229,480,360,0.3458333333333333,0.6027777777777777,0.18333333333333332,0.06666666666666667
52,/content/drive/MyDrive/dataset/28fc10e3-681b-4086-9c15-28934ae86f7e___3e7fd381-0ae5-4421-8a70-279ee0ec1c61_nissan-terrano-amt_827x510_71478504527.jpg,/content/drive/MyDrive/dataset/28fc10e3-681b-4086-9c15-28934ae86f7e___3e7fd381-0ae5-4421-8a70-279ee0ec1c61_nissan-terrano-amt_827x510_71478504527.xml,116,182,282,320,827,510,0.18016928657799275,0.5901960784313726,0.07980652962515115,0.07450980392156863
53,/content/drive/MyDrive/dataset/2adfb5e7-e70a-4749-b5fa-8c233c0d47d9___new_1572920d1478091901-your-favourite-number-plate-font-jetta-german-font.jpg.jpeg,/content/drive/MyDrive/dataset/2adfb5e7-e70a-4749-b5fa-8c233c0d47d9___new_1572920d1478091901-your-favourite-number-plate-font-jetta-german-font.jpg.xml,155,372,92,147,500,250,0.527,0.478,0.434,0.22
54,/content/drive/MyDrive/dataset/2c9306ab-3454-4ca0-89fd-db3f51dabcef___3e7fd381-0ae5-4421-8a70-279ee0ec1c61_Nissan-Terrano-front-three-quarters-on-plain-ground.jpg,/content/drive/MyDrive/dataset/2c9306ab-3454-4ca0-89fd-db3f51dabcef___3e7fd381-0ae5-4421-8a70-279ee0ec1c61_Nissan-Terrano-front-three-quarters-on-plain-ground.xml,141,349,512,611,1280,848,0.19140625,0.6621462264150944,0.1625,0.11674528301886793
55,/content/drive/MyDrive/dataset/2e23964b-ce59-4bcf-8c35-98f3a096a748___design-ind-number-plates-vijayanagar-bangalore-number-plate-dealers-2etqybj.jpg.jpeg,/content/drive/MyDrive/dataset/2e23964b-ce59-4bcf-8c35-98f3a096a748___design-ind-number-plates-vijayanagar-bangalore-number-plate-dealers-2etqybj.jpg.xml,1,702,46,401,750,562,0.4686666666666667,0.39768683274021355,0.9346666666666666,0.6316725978647687
56,/content/drive/MyDrive/dataset/2fbe224b-e775-4c74-b975-fd66d2397ef6___3e7fd381-0ae5-4421-8a70-279ee0ec1c61_Nissan-Terrano.jpg,/content/drive/MyDrive/dataset/2fbe224b-e775-4c74-b975-fd66d2397ef6___3e7fd381-0ae5-4421-8a70-279ee0ec1c61_Nissan-Terrano.xml,710,774,345,374,1024,683,0.724609375,0.5263543191800878,0.0625,0.0424597364568082
57,/content/drive/MyDrive/dataset/304b14b8-dc3c-41cb-94b6-635864e2e964___number-plate-protector-car-safeplate-250x250.jpg.jpeg,/content/drive/MyDrive/dataset/304b14b8-dc3c-41cb-94b6-635864e2e964___number-plate-protector-car-safeplate-250x250.jpg.xml,10,244,87,176,250,250,0.508,0.526,0.936,0.356
58,/content/drive/MyDrive/dataset/31847e78-6696-4dc2-be08-cb37d512c576___2010_Maruti_WagonR_Review.jpg.jpeg,/content/drive/MyDrive/dataset/31847e78-6696-4dc2-be08-cb37d512c576___2010_Maruti_WagonR_Review.jpg.xml,29,161,265,325,500,409,0.19,0.7212713936430318,0.264,0.1466992665036675
59,/content/drive/MyDrive/dataset/319f51dc-9db2-4977-a43d-09561cdd54ab___1415806d1442489743t-raging-red-rover-r3-my-mahindra-scorpio-s10-4x4-nudge-guard.jpg.jpeg,/content/drive/MyDrive/dataset/319f51dc-9db2-4977-a43d-09561cdd54ab___1415806d1442489743t-raging-red-rover-r3-my-mahindra-scorpio-s10-4x4-nudge-guard.jpg.xml,271,502,1,59,802,615,0.48192019950124687,0.04878048780487805,0.2880299251870324,0.0943089430894309
60,/content/drive/MyDrive/dataset/346a6946-ae0a-4b3f-b094-d971124b2064___banner_3.png,/content/drive/MyDrive/dataset/346a6946-ae0a-4b3f-b094-d971124b2064___banner_3.xml,326,574,186,231,900,350,0.5,0.5957142857142858,0.27555555555555555,0.12857142857142856
61,/content/drive/MyDrive/dataset/347c849b-6cfa-4edb-af1f-b29bdad25c4d___new_New-Volkswagen-Polo.jpg.jpeg,/content/drive/MyDrive/dataset/347c849b-6cfa-4edb-af1f-b29bdad25c4d___new_New-Volkswagen-Polo.jpg.xml,20,136,128,158,249,239,0.3132530120481928,0.5983263598326359,0.46586345381526106,0.12552301255230125
62,/content/drive/MyDrive/dataset/3515f71d-cdd6-4050-ae68-7b7afd4c0a11___8.jpeg,/content/drive/MyDrive/dataset/3515f71d-cdd6-4050-ae68-7b7afd4c0a11___8.xml,79,332,155,243,445,349,0.46179775280898877,0.5702005730659025,0.5685393258426966,0.2521489971346705
63,/content/drive/MyDrive/dataset/351a22eb-bf0a-44d6-8b6d-5ffca753c261___bike-number-plate-500x500.jpg.jpeg,/content/drive/MyDrive/dataset/351a22eb-bf0a-44d6-8b6d-5ffca753c261___bike-number-plate-500x500.jpg.xml,111,258,113,188,500,291,0.369,0.5171821305841925,0.294,0.25773195876288657
64,/content/drive/MyDrive/dataset/369ccb4b-88fe-4e97-91c1-3838da2b7563___3e7fd381-0ae5-4421-8a70-279ee0ec1c61_Honda-Jazz-Number-Plates-Designs.jpg,/content/drive/MyDrive/dataset/369ccb4b-88fe-4e97-91c1-3838da2b7563___3e7fd381-0ae5-4421-8a70-279ee0ec1c61_Honda-Jazz-Number-Plates-Designs.xml,181,430,126,249,600,450,0.5091666666666667,0.4166666666666667,0.415,0.2733333333333333
65,/content/drive/MyDrive/dataset/377b225b-e978-4e7c-8e5e-f10d8effc336___Maruti-Suzuki-Ignis-Rear-view-94486.jpg.jpeg,/content/drive/MyDrive/dataset/377b225b-e978-4e7c-8e5e-f10d8effc336___Maruti-Suzuki-Ignis-Rear-view-94486.jpg.xml,154,315,230,277,600,337,0.3908333333333333,0.7522255192878339,0.2683333333333333,0.1394658753709199
66,/content/drive/MyDrive/dataset/38cee3dd-dead-4ba0-b350-0f82d94836da___3e7fd381-0ae5-4421-8a70-279ee0ec1c61_big_467860_1505633598.jpg,/content/drive/MyDrive/dataset/38cee3dd-dead-4ba0-b350-0f82d94836da___3e7fd381-0ae5-4421-8a70-279ee0ec1c61_big_467860_1505633598.xml,310,409,340,365,640,480,0.56171875,0.734375,0.1546875,0.052083333333333336
